   3.45157337      0.463563144       3.23205709    
   1.71987557     -0.919910252     -0.134321973    
  -2.95686913      -3.43135381      -1.06079829    
  -1.09435570      -1.95657051      -2.54476857    
   2.77844071     -0.785505176     -0.378189892    
   1.12332439      -3.35675955       1.04648077    
   1.01563859      -1.22793841       2.46744013    
 -0.684773326      -2.03341460       3.25026059    
  0.682597995       1.19996822     -0.299107730    
  -1.17918599      -2.77214575       1.77208090    
  0.733194470       1.51953650       2.75631213    
   3.32046866       3.46255231      -1.68709385    
   3.31422424       2.78814411       1.09552419    
  -2.44296956       1.21071041       1.87031579    
   2.22412276       3.10149789       1.60334063    
  -1.66218057E-02 -0.868501306     -0.544514656    
  0.366988391       3.45406866       3.40187073    
   1.70865130       3.14772868      -2.82145596    
   1.43024635       2.17689919      0.406470120    
  -3.04045105     -0.136098683      0.677674294    
  -2.51444340      0.606260896      0.138519600    
   2.67684007      -1.36097026       1.17691350    
   1.14419007       2.55066156E-02  -1.65395486    
  -2.93740916      -2.76613355      0.341756314    
  -2.67598915      -1.25932586      0.671639621    
  -3.13446617      -2.67625666      -1.97035301    
 -0.392743915      -2.02305603      0.464767605    
  -3.29984760     -0.552945018     -0.708594203    
   3.30607557       1.33610213      -3.43421102    
  -2.56724000      -3.14400864       2.35703993    
   1.23817778      0.568493068       1.61997032    
  -2.66351366       2.36066031       2.32386851    
  -1.00086010       1.63281167     -0.198969632    
 -0.259267926       1.80148244       1.40446198    
  -1.67899251       3.03636193     -0.304509819    
  -1.37968016       1.19294655      0.823519886    
   2.91886425      -1.11634946       2.98945737    
  0.322768599     -0.239239469      -2.24124908    
 -0.846355855      -2.25299644     -0.992975056    
 -0.586676955       3.32492685      0.299758971    
   2.77993035       3.06035876      -2.67476892    
   2.54357505      0.918237746      -1.78428304    
  -2.35583663      -3.32119107      -2.14871001    
   2.26327181      -1.48136389      -2.35501099    
  0.371270359      -3.31856084      -2.43663669    
   3.03118920      -2.52872610     -0.892916381    
 -0.842202902       2.28181958       3.14707208    
  -1.32899690      0.553160846      -1.84906673    
  -1.49254966      -1.83442748       1.05012310    
  0.954649448      -1.67304385     -0.979290187    
  0.428915769      -2.62587523       3.31914473    
  -2.25633359       2.37646961      0.822656989    
  -3.26179981       1.39198482      0.174835756    
   1.75200856       1.02444196       2.57421684    
  0.551441610       3.40440822       2.35835505    
  -2.25587630       1.45359218      -1.37664402    
  -3.29478955       2.89092517       1.30975199    
   1.74929333     -0.723383844      -2.85953760    
